地区,国家,确诊,疑似,治愈,死亡,日期
沙特阿拉伯,沙特阿拉伯,171,,6,0,2020-03-18
葡萄牙,葡萄牙,448,,3,1,2020-03-18
新加坡,新加坡,313,,105,0,2020-03-18
巴基斯坦,巴基斯坦,237,,1,0,2020-03-18
卡塔尔,卡塔尔,439,,0,0,2020-03-18
瑞典,瑞典,1191,,1,8,2020-03-18
白俄罗斯,白俄罗斯,36,,3,0,2020-03-18
智利,智利,201,,0,0,2020-03-18
伊朗,伊朗,17361,,5710,1135,2020-03-18
墨西哥,墨西哥,93,,1,0,2020-03-18
阿联酋,阿联酋,113,,26,0,2020-03-18
孟加拉国,孟加拉国,14,,3,1,2020-03-18
乌克兰,乌克兰,14,,0,2,2020-03-18
印度尼西亚,印度尼西亚,227,,2,19,2020-03-18
波兰,波兰,238,,13,3,2020-03-18
多米尼加,多米尼加,21,,0,1,2020-03-18
菲律宾,菲律宾,202,,1,14,2020-03-18
爱尔兰,爱尔兰,292,,0,2,2020-03-18
挪威,挪威,1452,,0,3,2020-03-18
巴拿马,巴拿马,86,,0,1,2020-03-18
罗马尼亚,罗马尼亚,217,,3,0,2020-03-18
埃及,埃及,196,,26,4,2020-03-18
塞尔维亚,塞尔维亚,83,,0,0,2020-03-18
科威特,科威特,142,,12,0,2020-03-18
南非,南非,116,,0,0,2020-03-18
以色列,以色列,433,,5,0,2020-03-18
阿根廷,阿根廷,79,,1,2,2020-03-18
加纳,加纳,7,,0,0,2020-03-18
阿富汗,阿富汗,22,,0,0,2020-03-18
尼日利亚,尼日利亚,8,,1,0,2020-03-18
哈萨克斯坦,哈萨克斯坦,35,,0,0,2020-03-18
摩洛哥,摩洛哥,49,,1,2,2020-03-18
捷克,捷克,434,,3,0,2020-03-18
巴林,巴林,256,,88,1,2020-03-18
摩尔多瓦,摩尔多瓦,30,,0,0,2020-03-18
阿尔及利亚,阿尔及利亚,67,,10,5,2020-03-18
阿曼,阿曼,33,,12,0,2020-03-18
瑞士,瑞士,2269,,3,19,2020-03-18
玻利维亚,玻利维亚,11,,0,0,2020-03-18
波多黎各,波多黎各,3,,0,0,2020-03-18
奥地利,奥地利,1332,,6,3,2020-03-18
亚美尼亚,亚美尼亚,78,,0,0,2020-03-18
匈牙利,匈牙利,58,,2,1,2020-03-18
丹麦,丹麦,977,,1,4,2020-03-18
洪都拉斯,洪都拉斯,8,,0,0,2020-03-18
芬兰,芬兰,319,,1,0,2020-03-18
马来西亚,马来西亚,790,,60,2,2020-03-18
苏丹,苏丹,2,,0,1,2020-03-18
古巴,古巴,5,,0,0,2020-03-18
塞内加尔,塞内加尔,31,,2,0,2020-03-18
希腊,希腊,387,,0,5,2020-03-18
斯洛文尼亚,斯洛文尼亚,275,,0,1,2020-03-18
马约特,马约特,1,,0,0,2020-03-18
危地马拉,危地马拉,2,,0,1,2020-03-18
索马里,索马里,1,,0,0,2020-03-18
伊拉克,伊拉克,164,,43,12,2020-03-18
刚果（金）,刚果（金）,7,,0,0,2020-03-18
科特迪瓦,科特迪瓦,6,,1,0,2020-03-18
马尔代夫,马尔代夫,13,,0,0,2020-03-18
哥斯达黎加,哥斯达黎加,50,,0,0,2020-03-18
澳大利亚,澳大利亚,556,,27,5,2020-03-18
斯洛伐克,斯洛伐克,97,,0,0,2020-03-18
立陶宛,立陶宛,22,,0,0,2020-03-18
黎巴嫩,黎巴嫩,120,,1,3,2020-03-18
圣马力诺,圣马力诺,102,,2,9,2020-03-18
巴拉圭,巴拉圭,9,,0,0,2020-03-18
斯里兰卡,斯里兰卡,50,,1,0,2020-03-18
乌兹别克斯坦,乌兹别克斯坦,15,,0,0,2020-03-18
牙买加,牙买加,10,,0,0,2020-03-18
塞浦路斯,塞浦路斯,49,,0,0,2020-03-18
拉脱维亚,拉脱维亚,49,,0,0,2020-03-18
爱沙尼亚,爱沙尼亚,225,,0,0,2020-03-18
留尼旺,留尼旺,9,,0,0,2020-03-18
肯尼亚,肯尼亚,7,,0,0,2020-03-18
委内瑞拉,委内瑞拉,33,,0,0,2020-03-18
北马其顿,北马其顿,31,,0,0,2020-03-18
格鲁吉亚,格鲁吉亚,35,,0,0,2020-03-18
吉尔吉斯斯坦,吉尔吉斯斯坦,3,,0,0,2020-03-18
克罗地亚,克罗地亚,69,,0,0,2020-03-18
马里,索马里,1,,0,0,2020-03-18
巴勒斯坦,巴勒斯坦,41,,0,0,2020-03-18
刚果（布）,刚果（布）,1,,0,0,2020-03-18
贝宁,贝宁,1,,0,0,2020-03-18
安道尔,安道尔,40,,1,0,2020-03-18
乌拉圭,乌拉圭,50,,0,0,2020-03-18
卢森堡,卢森堡,203,,0,2,2020-03-18
泰国,泰国,212,,41,1,2020-03-18
马提尼克,马提尼克,16,,0,0,2020-03-18
约旦,约旦,49,,1,0,2020-03-18
斯威士兰,斯威士兰,1,,0,0,2020-03-18
卢旺达,卢旺达,8,,0,0,2020-03-18
法属圭亚那,法属圭亚那,7,,0,0,2020-03-18
埃塞俄比亚,埃塞俄比亚,6,,0,0,2020-03-18
布基纳法索,布基纳法索,20,,0,1,2020-03-18
马耳他,马耳他,30,,0,0,2020-03-18
利比里亚,利比里亚,2,,0,0,2020-03-18
尼泊尔,尼泊尔,1,,1,0,2020-03-18
巴巴多斯,巴巴多斯,2,,0,0,2020-03-18
圭亚那,法属圭亚那,7,,0,1,2020-03-18
圭亚那,圭亚那,7,,0,1,2020-03-18
美属维尔京群岛,美属维尔京群岛,2,,0,0,2020-03-18
黑山,黑山,2,,0,0,2020-03-18
圣马丁岛,圣马丁岛,2,,0,0,2020-03-18
不丹,不丹,1,,0,0,2020-03-18
新西兰,新西兰,20,,0,0,2020-03-18
北京市,中国,469,,378,8,2020-03-18
陕西省,中国,246,,237,3,2020-03-18
黑龙江省,中国,482,,463,13,2020-03-18
广东省,中国,1370,,1313,8,2020-03-18
厄瓜多尔,厄瓜多尔,111,,0,2,2020-03-18
哥伦比亚,哥伦比亚,57,,0,0,2020-03-18
日本,日本,919,,157,31,2020-03-18
保加利亚,保加利亚,81,,0,2,2020-03-18
几内亚,赤道几内亚,3,,0,0,2020-03-18
波黑,波黑,24,,0,0,2020-03-18
加蓬,加蓬,3,,0,0,2020-03-18
赤道几内亚,赤道几内亚,3,,0,0,2020-03-18
突尼斯,突尼斯,20,,0,0,2020-03-18
坦桑尼亚,坦桑尼亚,3,,0,0,2020-03-18
泽西岛,泽西岛,2,,0,0,2020-03-18
中国,中国,81202,,69777,3242,2020-03-18
根西岛,根西岛,1,,0,0,2020-03-18
阿尔巴尼亚,阿尔巴尼亚,55,,0,1,2020-03-18
法罗群岛,法罗群岛,47,,0,0,2020-03-18
中非共和国,中非共和国,1,,0,0,2020-03-18
直布罗陀,直布罗陀,3,,0,0,2020-03-18
赞比亚共和国,赞比亚共和国,2,,0,0,2020-03-18
关岛,关岛,3,,0,0,2020-03-18
瓜德罗普岛,瓜德罗普岛,18,,0,0,2020-03-18
钻石公主号邮轮,钻石公主号邮轮,712,,458,7,2020-03-18
越南,越南,68,,16,0,2020-03-18
特立尼达和多巴哥,特立尼达和多巴哥,5,,0,0,2020-03-18
阿鲁巴,阿鲁巴,2,,0,0,2020-03-18
开曼群岛,开曼群岛,1,,0,1,2020-03-18
多哥,多哥,1,,0,0,2020-03-18
柬埔寨,柬埔寨,35,,1,0,2020-03-18
冰岛,冰岛,220,,0,0,2020-03-18
文莱,文莱,68,,0,0,2020-03-18
香港,中国,181,,92,4,2020-03-18
澳门,中国,15,,10,0,2020-03-18
台湾,中国,100,,22,1,2020-03-18
蒙古,蒙古,4,,0,0,2020-03-18
冈比亚,冈比亚,1,,0,0,2020-03-18
湖北省,中国,67800,,56927,3122,2020-03-18
巴哈马,巴哈马,1,,0,0,2020-03-18
法属波利尼西亚,法属波利尼西亚,3,,0,0,2020-03-18
梵蒂冈,梵蒂冈,1,,0,0,2020-03-18
安提瓜和巴布达,安提瓜和巴布达,1,,0,0,2020-03-18
圣卢西亚,圣卢西亚,2,,0,0,2020-03-18
圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,,0,0,2020-03-18
辽宁省,中国,125,,122,1,2020-03-18
上海市,中国,361,,326,3,2020-03-18
毛里塔尼亚,毛里塔尼亚,1,,0,0,2020-03-18
库拉索岛,库拉索岛,3,,0,0,2020-03-18
列支敦士登,列支敦士登,7,,0,0,2020-03-18
摩纳哥,摩纳哥,9,,0,0,2020-03-18
纳米比亚,纳米比亚,2,,0,0,2020-03-18
塞舌尔,塞舌尔,4,,0,0,2020-03-18
格陵兰,格陵兰,1,,0,0,2020-03-18
圣巴泰勒米岛,圣巴泰勒米岛,3,,0,0,2020-03-18
苏里南,苏里南,1,,0,0,2020-03-18
四川省,中国,540,,525,3,2020-03-18
贵州省,中国,146,,144,2,2020-03-18
广西壮族自治区,中国,253,,250,2,2020-03-18
圣巴泰勒米,圣巴泰勒米,3,,0,0,2020-03-18
圣巴泰勒米,圣巴泰勒米岛,3,,0,0,2020-03-18
美国,美国,10259,,106,153,2020-03-19
德国,德国,13979,,135,28,2020-03-19
韩国,韩国,8565,,1947,91,2020-03-19
喀麦隆,喀麦隆,13,,0,0,2020-03-19
阿塞拜疆,阿塞拜疆,34,,6,1,2020-03-19
英国,英国,2626,,65,104,2020-03-19
俄罗斯,俄罗斯,199,,8,1,2020-03-19
俄罗斯,白俄罗斯,199,,8,1,2020-03-19
巴西,巴西,514,,0,4,2020-03-19
意大利,意大利,37178,,4025,2978,2020-03-19
西班牙,西班牙,17147,,1081,767,2020-03-19
法国,法国,9134,,602,264,2020-03-19
秘鲁,秘鲁,145,,0,0,2020-03-19
印度,印度尼西亚,309,,14,19,2020-03-19
印度,印度,309,,14,19,2020-03-19
土耳其,土耳其,191,,0,2,2020-03-19
荷兰,荷兰,2460,,0,58,2020-03-19
加拿大,加拿大,727,,10,9,2020-03-19
比利时,比利时,1795,,1,14,2020-03-19
沙特阿拉伯,沙特阿拉伯,238,,6,0,2020-03-19
葡萄牙,葡萄牙,642,,3,1,2020-03-19
新加坡,新加坡,345,,117,0,2020-03-19
巴基斯坦,巴基斯坦,301,,2,2,2020-03-19
卡塔尔,卡塔尔,452,,4,0,2020-03-19
瑞典,瑞典,1279,,1,10,2020-03-19
白俄罗斯,白俄罗斯,51,,3,0,2020-03-19
智利,智利,238,,0,0,2020-03-19
伊朗,伊朗,18407,,5979,1284,2020-03-19
墨西哥,墨西哥,118,,1,1,2020-03-19
阿联酋,阿联酋,140,,31,0,2020-03-19
孟加拉国,孟加拉国,17,,3,1,2020-03-19
乌克兰,乌克兰,16,,0,2,2020-03-19
印度尼西亚,印度尼西亚,309,,9,19,2020-03-19
波兰,波兰,287,,13,5,2020-03-19
多米尼加,多米尼加,21,,0,1,2020-03-19
菲律宾,菲律宾,217,,7,17,2020-03-19
爱尔兰,爱尔兰,366,,0,2,2020-03-19
挪威,挪威,1562,,0,6,2020-03-19
巴拿马,巴拿马,109,,0,1,2020-03-19
罗马尼亚,罗马尼亚,217,,3,0,2020-03-19
埃及,埃及,210,,28,6,2020-03-19
塞尔维亚,塞尔维亚,89,,0,0,2020-03-19
科威特,科威特,148,,12,0,2020-03-19
南非,南非,116,,0,0,2020-03-19
以色列,以色列,529,,5,0,2020-03-19
阿根廷,阿根廷,97,,1,2,2020-03-19
加纳,加纳,9,,0,0,2020-03-19
阿富汗,阿富汗,22,,0,0,2020-03-19
尼日利亚,尼日利亚,12,,1,0,2020-03-19
哈萨克斯坦,哈萨克斯坦,44,,0,0,2020-03-19
摩洛哥,摩洛哥,58,,1,2,2020-03-19
捷克,捷克,572,,3,0,2020-03-19
巴林,巴林,269,,100,1,2020-03-19
摩尔多瓦,摩尔多瓦,36,,1,1,2020-03-19
阿尔及利亚,阿尔及利亚,82,,12,5,2020-03-19
阿曼,阿曼,39,,12,0,2020-03-19
瑞士,瑞士,3438,,3,39,2020-03-19
玻利维亚,玻利维亚,11,,0,0,2020-03-19
波多黎各,波多黎各,5,,0,0,2020-03-19
奥地利,奥地利,1646,,9,4,2020-03-19
亚美尼亚,亚美尼亚,122,,1,0,2020-03-19
匈牙利,匈牙利,73,,2,1,2020-03-19
丹麦,丹麦,1057,,1,4,2020-03-19
洪都拉斯,洪都拉斯,9,,0,0,2020-03-19
芬兰,芬兰,359,,1,0,2020-03-19
马来西亚,马来西亚,900,,60,2,2020-03-19
苏丹,苏丹,2,,0,1,2020-03-19
古巴,古巴,11,,0,1,2020-03-19
塞内加尔,塞内加尔,36,,2,0,2020-03-19
希腊,希腊,418,,14,5,2020-03-19
斯洛文尼亚,斯洛文尼亚,275,,0,1,2020-03-19
马约特,马约特,1,,0,0,2020-03-19
危地马拉,危地马拉,6,,0,1,2020-03-19
索马里,索马里,1,,0,0,2020-03-19
伊拉克,伊拉克,177,,49,12,2020-03-19
萨尔瓦多,萨尔瓦多,1,,0,0,2020-03-19
刚果（金）,刚果（金）,14,,0,0,2020-03-19
科特迪瓦,科特迪瓦,9,,1,0,2020-03-19
马尔代夫,马尔代夫,13,,0,0,2020-03-19
哥斯达黎加,哥斯达黎加,69,,0,1,2020-03-19
澳大利亚,澳大利亚,636,,27,6,2020-03-19
斯洛伐克,斯洛伐克,105,,0,1,2020-03-19
立陶宛,立陶宛,33,,0,0,2020-03-19
黎巴嫩,黎巴嫩,149,,1,3,2020-03-19
圣马力诺,圣马力诺,109,,2,14,2020-03-19
巴拉圭,巴拉圭,9,,0,0,2020-03-19
斯里兰卡,斯里兰卡,60,,1,0,2020-03-19
乌兹别克斯坦,乌兹别克斯坦,23,,0,0,2020-03-19
牙买加,牙买加,15,,0,1,2020-03-19
塞浦路斯,塞浦路斯,58,,0,0,2020-03-19
拉脱维亚,拉脱维亚,71,,0,0,2020-03-19
爱沙尼亚,爱沙尼亚,258,,0,0,2020-03-19
留尼旺,留尼旺,9,,0,0,2020-03-19
肯尼亚,肯尼亚,7,,0,0,2020-03-19
委内瑞拉,委内瑞拉,33,,0,0,2020-03-19
北马其顿,北马其顿,35,,0,0,2020-03-19
吉布提,吉布提,1,,0,0,2020-03-19
格鲁吉亚,格鲁吉亚,40,,0,0,2020-03-19
吉尔吉斯斯坦,吉尔吉斯斯坦,3,,0,0,2020-03-19
克罗地亚,克罗地亚,69,,4,0,2020-03-19
马里,索马里,1,,0,0,2020-03-19
巴勒斯坦,巴勒斯坦,44,,0,0,2020-03-19
刚果（布）,刚果（布）,3,,0,0,2020-03-19
贝宁,贝宁,1,,0,0,2020-03-19
安道尔,安道尔,54,,1,0,2020-03-19
乌拉圭,乌拉圭,79,,0,0,2020-03-19
卢森堡,卢森堡,335,,0,4,2020-03-19
泰国,泰国,272,,42,1,2020-03-19
马提尼克,马提尼克,16,,0,0,2020-03-19
约旦,约旦,57,,1,0,2020-03-19
斯威士兰,斯威士兰,1,,0,0,2020-03-19
卢旺达,卢旺达,11,,0,0,2020-03-19
法属圭亚那,法属圭亚那,7,,0,0,2020-03-19
埃塞俄比亚,埃塞俄比亚,6,,0,0,2020-03-19
布基纳法索,布基纳法索,27,,0,1,2020-03-19
马耳他,马耳他,38,,0,0,2020-03-19
利比里亚,利比里亚,2,,0,0,2020-03-19
尼泊尔,尼泊尔,1,,1,0,2020-03-19
巴巴多斯,巴巴多斯,2,,0,0,2020-03-19
圭亚那,法属圭亚那,7,,0,1,2020-03-19
圭亚那,圭亚那,7,,0,1,2020-03-19
美属维尔京群岛,美属维尔京群岛,2,,0,0,2020-03-19
黑山,黑山,2,,0,0,2020-03-19
圣马丁岛,圣马丁岛,2,,0,0,2020-03-19
不丹,不丹,1,,0,0,2020-03-19
毛里求斯,毛里求斯,3,,0,0,2020-03-19
新西兰,新西兰,28,,0,0,2020-03-19
内蒙古自治区,中国,75,,74,1,2020-03-19
北京市,中国,480,,380,8,2020-03-19
黑龙江省,中国,483,,460,13,2020-03-19
广东省,中国,1378,,1318,8,2020-03-19
厄瓜多尔,厄瓜多尔,155,,0,2,2020-03-19
哥伦比亚,哥伦比亚,102,,0,0,2020-03-19
日本,日本,956,,157,33,2020-03-19
保加利亚,保加利亚,92,,0,2,2020-03-19
几内亚,赤道几内亚,4,,0,0,2020-03-19
几内亚,几内亚,4,,0,0,2020-03-19
波黑,波黑,24,,0,0,2020-03-19
加蓬,加蓬,3,,0,0,2020-03-19
赤道几内亚,赤道几内亚,4,,0,0,2020-03-19
突尼斯,突尼斯,39,,0,0,2020-03-19
坦桑尼亚,坦桑尼亚,6,,0,0,2020-03-19
泽西岛,泽西岛,5,,0,0,2020-03-19
中国,中国,81263,,70561,3250,2020-03-19
根西岛,根西岛,1,,0,0,2020-03-19
阿尔巴尼亚,阿尔巴尼亚,59,,0,1,2020-03-19
法罗群岛,法罗群岛,47,,0,0,2020-03-19
中非共和国,中非共和国,1,,0,0,2020-03-19
直布罗陀,直布罗陀,3,,0,0,2020-03-19
赞比亚共和国,赞比亚共和国,2,,0,0,2020-03-19
关岛,关岛,3,,0,0,2020-03-19
瓜德罗普岛,瓜德罗普岛,18,,0,0,2020-03-19
钻石公主号邮轮,钻石公主号邮轮,712,,458,7,2020-03-19
越南,越南,75,,16,0,2020-03-19
特立尼达和多巴哥,特立尼达和多巴哥,5,,0,0,2020-03-19
阿鲁巴,阿鲁巴,2,,0,0,2020-03-19
开曼群岛,开曼群岛,1,,0,1,2020-03-19
多哥,多哥,1,,0,0,2020-03-19
柬埔寨,柬埔寨,35,,1,0,2020-03-19
冰岛,冰岛,250,,0,0,2020-03-19
文莱,文莱,73,,0,0,2020-03-19
香港,中国,208,,95,4,2020-03-19
澳门,中国,17,,10,0,2020-03-19
台湾,中国,108,,26,1,2020-03-19
蒙古,蒙古,4,,0,0,2020-03-19
冈比亚,冈比亚,1,,0,0,2020-03-19
山东省,中国,761,,747,7,2020-03-19
湖北省,中国,67800,,57682,3130,2020-03-19
巴哈马,巴哈马,1,,0,0,2020-03-19
法属波利尼西亚,法属波利尼西亚,3,,0,0,2020-03-19
梵蒂冈,梵蒂冈,1,,0,0,2020-03-19
尼加拉瓜,尼加拉瓜,1,,0,0,2020-03-19
安提瓜和巴布达,安提瓜和巴布达,1,,0,0,2020-03-19
圣卢西亚,圣卢西亚,2,,0,0,2020-03-19
圣文森特和格林纳丁斯,圣文森特和格林纳丁斯,1,,0,0,2020-03-19
上海市,中国,363,,326,3,2020-03-19
毛里塔尼亚,毛里塔尼亚,1,,0,0,2020-03-19
库拉索岛,库拉索岛,3,,0,0,2020-03-19
浙江省,中国,1234,,1217,1,2020-03-19
列支敦士登,列支敦士登,7,,0,0,2020-03-19
摩纳哥,摩纳哥,9,,0,0,2020-03-19
斐济,斐济,1,,0,0,2020-03-19
纳米比亚,纳米比亚,2,,0,0,2020-03-19
塞舌尔,塞舌尔,4,,0,0,2020-03-19
格陵兰,格陵兰,1,,0,0,2020-03-19
圣巴泰勒米岛,圣巴泰勒米岛,3,,0,0,2020-03-19
苏里南,苏里南,1,,0,0,2020-03-19
四川省,中国,540,,536,3,2020-03-19
甘肃省,中国,134,,91,2,2020-03-19
圣巴泰勒米,圣巴泰勒米岛,3,,0,0,2020-03-19
美国,美国,14250,,121,208,2020-03-20
德国,德国,15439,,135,44,2020-03-20
韩国,韩国,8652,,2233,100,2020-03-20
喀麦隆,喀麦隆,21,,0,0,2020-03-20
阿塞拜疆,阿塞拜疆,34,,6,1,2020-03-20
英国,英国,3269,,79,144,2020-03-20
俄罗斯,俄罗斯,253,,8,1,2020-03-20
巴西,巴西,621,,0,7,2020-03-20
意大利,意大利,41035,,4440,3405,2020-03-20
西班牙,西班牙,19980,,1588,1002,2020-03-20
法国,法国,10995,,1300,372,2020-03-20
秘鲁,秘鲁,234,,0,1,2020-03-20
印度,印度,223,,15,5,2020-03-20
土耳其,土耳其,359,,0,4,2020-03-20
荷兰,荷兰,2994,,0,106,2020-03-20
加拿大,加拿大,923,,11,12,2020-03-20
比利时,比利时,2257,,1,37,2020-03-20
沙特阿拉伯,沙特阿拉伯,274,,6,0,2020-03-20
葡萄牙,葡萄牙,642,,3,2,2020-03-20
新加坡,新加坡,385,,124,0,2020-03-20
巴基斯坦,巴基斯坦,448,,2,2,2020-03-20
卡塔尔,卡塔尔,452,,4,0,2020-03-20
瑞典,瑞典,1423,,1,11,2020-03-20
白俄罗斯,白俄罗斯,69,,15,0,2020-03-20
智利,智利,342,,0,0,2020-03-20
伊朗,伊朗,19644,,6745,1433,2020-03-20
墨西哥,墨西哥,164,,1,1,2020-03-20
阿联酋,阿联酋,140,,31,0,2020-03-20
孟加拉国,孟加拉国,20,,3,1,2020-03-20
乌克兰,乌克兰,26,,0,3,2020-03-20
印度尼西亚,印度尼西亚,369,,9,32,2020-03-20
波兰,波兰,355,,13,5,2020-03-20
多米尼加,多米尼加,34,,0,1,2020-03-20
菲律宾,菲律宾,230,,7,18,2020-03-20
爱尔兰,爱尔兰,557,,0,2,2020-03-20
挪威,挪威,1758,,0,7,2020-03-20
巴拿马,巴拿马,135,,0,1,2020-03-20
罗马尼亚,罗马尼亚,277,,25,0,2020-03-20
埃及,埃及,256,,28,6,2020-03-20
塞尔维亚,塞尔维亚,118,,0,0,2020-03-20
科威特,科威特,159,,12,0,2020-03-20
南非,南非,202,,0,0,2020-03-20
以色列,以色列,705,,14,0,2020-03-20
阿根廷,阿根廷,128,,1,3,2020-03-20
加纳,加纳,16,,0,0,2020-03-20
阿富汗,阿富汗,24,,0,0,2020-03-20
尼日利亚,尼日利亚,12,,1,0,2020-03-20
哈萨克斯坦,哈萨克斯坦,49,,0,0,2020-03-20
摩洛哥,摩洛哥,66,,2,3,2020-03-20
捷克,捷克,774,,3,0,2020-03-20
巴林,巴林,285,,100,1,2020-03-20
摩尔多瓦,摩尔多瓦,49,,1,1,2020-03-20
阿尔及利亚,阿尔及利亚,90,,12,6,2020-03-20
阿曼,阿曼,48,,13,0,2020-03-20
瑞士,瑞士,3888,,3,39,2020-03-20
玻利维亚,玻利维亚,12,,0,0,2020-03-20
波多黎各,波多黎各,5,,0,0,2020-03-20
奥地利,奥地利,2013,,9,4,2020-03-20
亚美尼亚,亚美尼亚,136,,1,0,2020-03-20
匈牙利,匈牙利,85,,2,1,2020-03-20
丹麦,丹麦,1226,,1,6,2020-03-20
洪都拉斯,洪都拉斯,24,,0,0,2020-03-20
芬兰,芬兰,400,,1,0,2020-03-20
马来西亚,马来西亚,1030,,87,3,2020-03-20
苏丹,苏丹,2,,0,1,2020-03-20
古巴,古巴,16,,0,1,2020-03-20
塞内加尔,塞内加尔,38,,2,0,2020-03-20
希腊,希腊,464,,14,5,2020-03-20
斯洛文尼亚,斯洛文尼亚,286,,0,1,2020-03-20
马约特,马约特,3,,0,0,2020-03-20
危地马拉,危地马拉,6,,0,1,2020-03-20
索马里,索马里,1,,0,0,2020-03-20
伊拉克,伊拉克,192,,49,13,2020-03-20
萨尔瓦多,萨尔瓦多,1,,0,0,2020-03-20
刚果（金）,刚果（金）,18,,0,0,2020-03-20
科特迪瓦,科特迪瓦,9,,1,0,2020-03-20
马尔代夫,马尔代夫,13,,0,0,2020-03-20
哥斯达黎加,哥斯达黎加,87,,0,1,2020-03-20
澳大利亚,澳大利亚,877,,27,7,2020-03-20
斯洛伐克,斯洛伐克,123,,0,1,2020-03-20
立陶宛,立陶宛,41,,0,0,2020-03-20
黎巴嫩,黎巴嫩,163,,1,4,2020-03-20
圣马力诺,圣马力诺,109,,2,14,2020-03-20
巴拉圭,巴拉圭,11,,0,0,2020-03-20
斯里兰卡,斯里兰卡,71,,1,0,2020-03-20
乌兹别克斯坦,乌兹别克斯坦,33,,0,0,2020-03-20
牙买加,牙买加,15,,0,1,2020-03-20
塞浦路斯,塞浦路斯,67,,0,0,2020-03-20
拉脱维亚,拉脱维亚,86,,0,0,2020-03-20
爱沙尼亚,爱沙尼亚,267,,0,0,2020-03-20
留尼旺,留尼旺,12,,0,0,2020-03-20
肯尼亚,肯尼亚,7,,0,0,2020-03-20
委内瑞拉,委内瑞拉,42,,0,0,2020-03-20
北马其顿,北马其顿,67,,0,0,2020-03-20
吉布提,吉布提,1,,0,0,2020-03-20
格鲁吉亚,格鲁吉亚,43,,1,0,2020-03-20
吉尔吉斯斯坦,吉尔吉斯斯坦,6,,0,0,2020-03-20
克罗地亚,克罗地亚,102,,5,1,2020-03-20
马恩岛,马恩岛,1,,0,0,2020-03-20
马里,索马里,1,,0,0,2020-03-20
巴勒斯坦,巴勒斯坦,47,,0,0,2020-03-20
刚果（布）,刚果（布）,3,,0,0,2020-03-20
贝宁,贝宁,1,,0,0,2020-03-20
安道尔,安道尔,75,,1,0,2020-03-20
乌拉圭,乌拉圭,94,,0,0,2020-03-20
卢森堡,卢森堡,484,,0,4,2020-03-20
泰国,泰国,322,,43,1,2020-03-20
马提尼克,马提尼克,23,,0,0,2020-03-20
约旦,约旦,70,,1,0,2020-03-20
斯威士兰,斯威士兰,1,,0,0,2020-03-20
尼日尔,尼日尔,1,,0,0,2020-03-20
卢旺达,卢旺达,11,,0,0,2020-03-20
法属圭亚那,法属圭亚那,11,,0,0,2020-03-20
埃塞俄比亚,埃塞俄比亚,9,,0,0,2020-03-20
布基纳法索,布基纳法索,33,,0,1,2020-03-20
马耳他,马耳他,48,,0,0,2020-03-20
利比里亚,利比里亚,2,,0,0,2020-03-20
尼泊尔,尼泊尔,1,,1,0,2020-03-20
巴巴多斯,巴巴多斯,2,,0,0,2020-03-20
圭亚那,法属圭亚那,11,,0,1,2020-03-20
圭亚那,圭亚那,11,,0,1,2020-03-20
美属维尔京群岛,美属维尔京群岛,2,,0,0,2020-03-20
黑山,黑山,10,,0,0,2020-03-20
圣马丁岛,圣马丁岛,4,,0,0,2020-03-20
不丹,不丹,1,,0,0,2020-03-20
毛里求斯,毛里求斯,7,,0,0,2020-03-20
新西兰,新西兰,39,,0,0,2020-03-20
北京市,中国,491,,390,8,2020-03-20
陕西省,中国,247,,237,3,2020-03-20
黑龙江省,中国,484,,463,13,2020-03-20
广东省,中国,1395,,1323,8,2020-03-20
厄瓜多尔,厄瓜多尔,260,,0,3,2020-03-20
哥伦比亚,哥伦比亚,128,,0,0,2020-03-20
日本,日本,969,,157,34,2020-03-20
保加利亚,保加利亚,107,,0,2,2020-03-20
几内亚,几内亚,2,,0,0,2020-03-20
波黑,波黑,64,,0,0,2020-03-20
加蓬,加蓬,4,,0,1,2020-03-20
赤道几内亚,赤道几内亚,6,,0,0,2020-03-20
突尼斯,突尼斯,39,,0,0,2020-03-20
坦桑尼亚,坦桑尼亚,6,,0,0,2020-03-20
泽西岛,泽西岛,12,,0,0,2020-03-20
中国,中国,81385,,71292,3255,2020-03-20
根西岛,根西岛,1,,0,0,2020-03-20
阿尔巴尼亚,阿尔巴尼亚,59,,0,2,2020-03-20
法罗群岛,法罗群岛,58,,0,0,2020-03-20
中非共和国,中非共和国,3,,0,0,2020-03-20
直布罗陀,直布罗陀,8,,0,0,2020-03-20
赞比亚共和国,赞比亚共和国,2,,0,0,2020-03-20
关岛,关岛,5,,0,0,2020-03-20
瓜德罗普岛,瓜德罗普岛,33,,0,0,2020-03-20
钻石公主号邮轮,钻石公主号邮轮,712,,458,7,2020-03-20
越南,越南,87,,17,0,2020-03-20
特立尼达和多巴哥,特立尼达和多巴哥,7,,0,0,2020-03-20
阿鲁巴,阿鲁巴,4,,0,0,2020-03-20
开曼群岛,开曼群岛,1,,0,1,2020-03-20
多哥,多哥,9,,1,0,2020-03-20
柬埔寨,柬埔寨,35,,1,0,2020-03-20
冰岛,冰岛,330,,0,0,2020-03-20
文莱,文莱,78,,1,0,2020-03-20
香港,中国,256,,98,4,2020-03-20
台湾,中国,135,,26,2,2020-03-20
蒙古,蒙古,5,,0,0,2020-03-20
冈比亚,冈比亚,1,,0,0,2020-03-20
